Respondent ID,Age,Gender,Family Size,Native State,Zone,Usage,Purchase criteria 1,Purchase criteria 2,Purchase criteria 3,Purchase Monthly Frequency,Monthly Purchase (ltrs),Preferred Brand,Spend (Rs.),Packing Preference,Usage,Purchase Criteria-1,Purchase Criteria-2,Purchase Criteria-3,Purchase Criteria-4,Monthly purchase (cups),Preferred Brand,Spend,Packing Preference,Purchased from,Decision Maker-1,Decision Maker-2,Decision Maker-3,Decision Maker-4,Decision Maker-5
10292142532,49,Male,3,Karnataka,South,Yes,Taste,,,30,25,Nandini,1000,Milk Pouches,No,,,,,,,,,Retail Outlet,Self,,,,
10292124872,64,Female,5,Karnataka,South,Yes,Brand,,,15,15,Nandini,600,Milk Pouches,Yes,Brand,,,,10,Brittania,520,Cup,Retail Outlet,Self,,,,
10292073163,53,Male,5,Karnataka,South,No,,,,,,,,,Yes,Brand,,,,1,Nandini,41,Cup,Retail Outlet,Household help,,,,
10290955902,69,Male,2,Karnataka,South,Yes,Price,,,30,25,Heritage,1100,Milk Pouches,"No, I make it at home",,,,,,,,,Retail Outlet,Wife,,,,
10290192792,47,Female,4,Karnataka,South,Yes,Taste,,,30,25,Locally Sourced,,No Specific Choice,"No, I make it at home",,,,,,,,,Retail Outlet,Parents,,,,
10290010622,45,Male,4,Karnataka,South,No,,,,,,,,,Yes,Brand,,,,5,Nandini,131.2,Pouch,Milk Distributor,Wife,,,,
10289932626,40,Female,6,Karnataka,South,Yes,Brand,,,30,45,Akshayakalpa,3150,Reusable Containers,Yes,Price,,,,26,Akshayakalpa,640,Pouch,Retail Outlet,Self,,,,
10289883239,20,Male,3,Karnataka,South,Yes,Taste,,,30,25,Nandini,1000,Milk Pouches,Yes,Taste,,,,9,Nandini,213.2,Pouch,Retail Outlet,Parents,,,,
10288738314,27,Female,4,Karnataka,South,Yes,Brand,,,30,55,Nandini,2200,Milk Pouches,Yes,Thickness,,,,5,Nandini,131.2,Pouch,Retail Outlet,Parents,,,,
10288403401,<20,Female,4,Haryana,North,,,,,,,,,,,,,,,,,,,,,,,,
10288208293,33,Female,4,Andhra Pradesh,South,Yes,Price,,,4,10,Heritage,220,No Specific Choice,,,,,,,,,,,,,,,
10288202267,37,Male,2,Telangana,South,Yes,Taste,,,30,35,Nandini,1400,Tetrapak,Yes,Thickness,,,,10,Heritage,249.6,Pouch,Retail Outlet,Wife,,,,
10288111767,35,Male,2,Andhra Pradesh,South,No,,,,,,,,,"No, I make it at home",,,,,,,,,Retail Outlet,Self,,,,
10288028967,36,Female,5,Punjab,North,Yes,Taste,,,30,75,Nandini,3000,No Specific Choice,Yes,Taste,,,,10,Nandini,262.4,Pouch,Retail Outlet,Self,,,,
10287744171,59,Female,4,Kerala,South,No,,,,,,,,,Yes,Taste,,,,8,Milky Mist,192,Pouch,Ecommerce Site,Self,,,,
10287634897,59,Male,5,Karnataka,South,Yes,Price,,,30,35,Nandini,1400,Milk Pouches,No,,,,,,,,,Milk Distributor,Self,,,,
10287550197,66,Male,5,Karnataka,South,Yes,Brand,,,15,25,Nandini,1000,Milk Pouches,Yes,Brand,,,,9,Nandini,213.2,Pouch,Milk Distributor,Self,,,,
10287515671,42,Male,5,Karnataka,South,Yes,Brand,,,30,15,Nandini,600,Milk Pouches,Yes,Taste,,,,1,Amul,55,Cup,Retail Outlet,Wife,,,,
10287483034,39,Female,3,Andhra Pradesh,South,Yes,Brand,,,30,35,Nandini,1400,No Specific Choice,Yes,Brand,,,,12,Milky Mist,312,No Specific Choice,Retail Outlet,Wife,,,,
10287479345,31,Male,4,Andhra Pradesh,South,Yes,Taste,,,30,25,Locally Sourced,625,Reusable Containers,"No, I make it at home",,,,,,,,,Milk Distributor,Self,,,,
10287345851,36,Female,2,Karnataka,South,No,,,,,,,,,"No, I make it at home",,,,,,,,,Retail Outlet,Self,,,,
10287550198,66,Male,5,Karnataka,South,Yes,Brand,,,15,25,Nandini,1000,Milk Pouches,Yes,Brand,,,,9,Nandini,213.2,Pouch,Milk Distributor,Self,,,,
10287744172,59,Female,4,Kerala,South,No,,,,,,,,,Yes,Taste,,,,8,Milky Mist,192,Pouch,Ecommerce Site,Self,,,,
10288403410,<20,Female,4,Haryana,North,,,,,,,,,,,,,,,,,,,,,,,,
10287288920,57,Male,3,Andhra Pradesh,South,Yes,Price,,,4,25,Sangam,1100,Milk Pouches,No,,,,,,,,,Retail Outlet,Wife,,,,
Respondent ID,Preferred Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287148716,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286063608,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285443789,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285398377,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285294329,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285238295,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285212387,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10284733456,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283431019,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283335040,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282400736,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282392209,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282374920,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282212941,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279994518,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279878560,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279723389,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279585970,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279445644,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279413363,Gokul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279411671,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279400655,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279333212,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279321375,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279283054,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279245522,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279226091,Locally Sourced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279225169,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279218277,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279214061,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279203411,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278016992,Nilgiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277327530,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276978929,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276941577,Arokya,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274526409,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274511481,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274474298,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274396139,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10271863255,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269311715,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269256352,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269237518,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268971608,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268858410,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268857340,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268849295,Mother Dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268738290,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10267384944,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266440237,Akshayakalpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300557428,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299904520,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299807655,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299736027,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299667070,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299556303,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299491686,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299379671,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299378577,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299314475,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299279208,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299238165,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298308220,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298106981,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297959732,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297153474,Arokya ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296883879,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296824643,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296823993,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296775282,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296667063,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296636896,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296531058,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295604847,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295464768,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295049454,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294223179,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294139841,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294135445,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294057947,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293320345,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293232005,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293149586,Aavin,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292198054,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292142532,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292124872,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290955902,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290192792,Locally Sourced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289932626,Akshayakalpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289883239,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288738314,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288208293,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288202267,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288028967,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287634897,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287550197,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287515671,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287483034,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287479345,Locally Sourced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287550198,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287288920,Sangam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Respondent ID,Preferred Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287148716,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10286063608,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285398377,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285294329,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10285273343,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283431019,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10283335040,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10282212941,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279994518,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279411671,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279400655,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279334481,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279333212,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279321375,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279283054,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279245522,Mother Dairy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279225169,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10279214061,happy cow,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278566991,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278483593,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278458736,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10278016992,Aahaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10277327530,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276978929,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10276941577,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274511481,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10274396139,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10270161794,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269311715,Tirumala,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10269256352,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268971608,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268876056,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268858410,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10268857340,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10266440237,Nilgiris,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300557428,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10300364839,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299904520,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299807655,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299736027,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299667070,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299609989,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299556303,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299491686,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299429705,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299379671,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299378577,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299279208,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10299238165,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298428426,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10298308220,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297959732,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297345288,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10297153474,Locally sourced,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296936637,Cup,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296883879,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296823993,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296775282,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296667063,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296636896,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10296531058,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295464768,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10295049454,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294848271,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294223179,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294139841,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10294057947,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10293320345,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292471565,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292198054,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292124872,Brittania,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10292073163,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10290010622,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289932626,Akshayakalpa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10289883239,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288738314,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288202267,Heritage,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10288028967,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287744171,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287550197,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287515671,Amul,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287483034,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287550198,Nandini,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10287744172,Milky Mist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Milk,93135.6,85.89753049,60.12827134,65194.92,,,,,,,,,,,,,,,,,,,,,,,,,
Curd,15290.8,14.10246951,9.871728656,10703.56,,,,,,,,,,,,,,,,,,,,,,,,,
,108426.4,154894.8571,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Native State,,,,Native State,Monthly Purchase (ltrs),,,Native State,,,,,,,,,,,,,,,,,,,,,
Karnataka,96,,,Karnataka,25,1675,,Karnataka,1675,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,11,,,Karnataka,10,1675,,Andhra Pradesh,220,,,,,,,,,,,,,,,,,,,,
Tamil Nadu,7,,,Karnataka,0,1675,,Punjab,155,,,,,,,,,,,,,,,,,,,,
Maharashtra,6,,,Karnataka,35,1675,,Telangana,120,,,,,,,,,,,,,,,,,,,,
Telangana,6,,,Karnataka,0,1675,,Uttar Pradesh,90,,,,,,,,,,,,,,,,,,,,
Rajasthan,5,,,Karnataka,0,1675,,Tamil Nadu,70,,,,,,,,,,,,,,,,,,,,
Uttar Pradesh,4,,,Karnataka,45,1675,,Maharashtra,45,,,,,,,,,,,,,,,,,,,,
Punjab,4,,,Karnataka,0,1675,,West Bengal,26,,,,,,,,,,,,,,,,,,,,
Kerala,3,,,Karnataka,15,1675,,Kerala,15,,,,,,,,,,,,,,,,,,,,
West Bengal,2,,,Karnataka,10,1675,,Rajasthan,12,,,,,,,,,,,,,,,,,,,,
Haryana,2,,,Karnataka,25,1675,,Bihar,10,,,,,,,,,,,,,,,,,,,,
Gujarat,1,,,Karnataka,25,1675,,Gujarat,0,,,,,,,,,,,,,,,,,,,,
Odisha,1,,,Karnataka,35,1675,,Odisha,0,,,,,,,,,,,,,,,,,,,,
Andaman and Nicobar Islands,1,,,Karnataka,35,1675,,Andaman and Nicobar Islands,0,,,,,,,,,,,,,,,,,,,,
Bihar,1,,,Karnataka,35,1675,,Haryana,0,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,1,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,1,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,115,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,1,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,65,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,55,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,1,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,45,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,1,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
