Respondent ID,Age,Gender,Family Size,Native State,Zone,Usage,Purchase criteria 1,Purchase criteria 2,Purchase criteria 3,Purchase Monthly Frequency,Monthly Purchase (ltrs),Preferred Brand,Spend (Rs.),Packing Preference,Usage,Purchase Criteria-1,Purchase Criteria-2,Purchase Criteria-3,Purchase Criteria-4,Monthly purchase (cups),Preferred Brand,Spend,Packing Preference,Purchased from,Decision Maker-1,Decision Maker-2,Decision Maker-3,Decision Maker-4,Decision Maker-5
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,10,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,45,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,55,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,35,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,15,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,0,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Karnataka,25,1675,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,10,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,25,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,55,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,0,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,10,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,25,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,10,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,0,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,35,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,25,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andhra Pradesh,25,220,,,,,,,,,,,,,,,,,,,,,,,
,,,,Punjab,35,155,,,,,,,,,,,,,,,,,,,,,,,
,,,,Punjab,10,155,,,,,,,,,,,,,,,,,,,,,,,
,,,,Punjab,35,155,,,,,,,,,,,,,,,,,,,,,,,
,,,,Punjab,75,155,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,35,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,15,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,35,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,0,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,0,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Telangana,35,120,,,,,,,,,,,,,,,,,,,,,,,
,,,,Uttar Pradesh,10,90,,,,,,,,,,,,,,,,,,,,,,,
,,,,Uttar Pradesh,45,90,,,,,,,,,,,,,,,,,,,,,,,
,,,,Uttar Pradesh,10,90,,,,,,,,,,,,,,,,,,,,,,,
,,,,Uttar Pradesh,25,90,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,0,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,45,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,0,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,0,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,0,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,0,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Tamil Nadu,25,70,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,15,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,0,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,15,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,0,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,0,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,Maharashtra,15,45,,,,,,,,,,,,,,,,,,,,,,,
,,,,West Bengal,1,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,West Bengal,25,26,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kerala,15,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kerala,0,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,Kerala,0,15,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rajasthan,0,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rajasthan,1,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rajasthan,10,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rajasthan,0,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,Rajasthan,1,12,,,,,,,,,,,,,,,,,,,,,,,
,,,,Bihar,10,10,,,,,,,,,,,,,,,,,,,,,,,
,,,,Gujarat,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,Odisha,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,Andaman and Nicobar Islands,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,Haryana,0,0,,,,,,,,,,,,,,,,,,,,,,,
,,,,Haryana,0,0,,,,,,,,,,,,,,,,,,,,,,,
Purchase criteria 1,Purchase criteria 2,Purchase criteria 3,,Purchase Criteria-1,Purchase Criteria-2,Purchase Criteria-3,Purchase Criteria-4,,,,,, Milk,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Brand,Thickness,Price,Taste,,,,,1,2,3,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,Thickness,Brand,Price,,,,Brand,44,21,7,72,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,Thickness,Brand,Price,,,,Price,13,15,30,58,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,Thickness,Price,Brand,,,,Taste,43,14,13,70,,,,,,,,,,,,,,
Brand,Price,Taste,,Brand,Taste,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Price,Brand,,Taste,Thickness,Brand,Price,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,Thickness,Brand,Price,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,Thickness,Price,Brand,,,,,,Curd,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,Price,Brand,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Brand,Taste,Price,Thickness,,,,Brand,52,,,,,,,,,,,,,,,,,
Price,Brand,Taste,,Taste,Brand,Thickness,Price,,,,Price,36,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Brand,Thickness,Taste,Price,,,,Taste,56,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Taste,Thickness,Brand,Price,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Brand,Taste,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Price,Brand,,Taste,Thickness,Brand,Price,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Thickness,Taste,Price,Brand,,,,,,,,,,,,,,,,,,,,,,
Taste,Price,Brand,,Brand,Taste,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Price,Brand,,Price,Thickness,Taste,Brand,,,,,,,,,,,,,,,,,,,,,,
Price,Brand,Taste,,Brand,Taste,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Thickness,Price,Taste,Brand,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Taste,Thickness,Price,Brand,,,,,,,,,,,,,,,,,,,,,,
Taste,Price,Brand,,Taste,Price,Brand,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Brand,Price,Taste,Thickness,,,,,,,,,,,,,,,,,,,,,,
Price,Taste,Brand,,Brand,Thickness,Taste,Price,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Brand,Taste,Thickness,Price,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Brand,Price,Taste,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,Thickness,Brand,Price,,,,,,,,,,,,,,,,,,,,,,
Price,Brand,Taste,,Brand,Taste,Thickness,Price,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,Price,Brand,Thickness,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Thickness,Taste,Price,Brand,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Brand,Taste,Thickness,Price,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Brand,Taste,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Taste,Brand,Thickness,Price,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Brand,Taste,Thickness,Price,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,Brand,Price,Thickness,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,Brand,Price,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Taste,Price,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Price,Taste,Brand,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,Price,Taste,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Colour,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Price,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Thickness,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,Brand,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,Taste,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,262.4,6379.6,5030,6379.6,,Preferred Brand,,,Preferred Brand,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,41,6379.6,2825,4548,,Nandini,74,,Milky Mist,18,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,262.4,6379.6,1125,1056,,Amul,5,,Heritage,7,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,131.2,6379.6,880,968,,Heritage,10,,Nandini,43,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,131.2,6379.6,600,640,,Gokul,1,,Amul,7,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,41,6379.6,,520,,Locally Sourced,3,,Mother Dairy,1,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,213.2,6379.6,,352,,Nilgiris,1,,happy cow,1,,,,,,,,,,,,,,,,
Nandini,2080,70570,Nandini,131.2,6379.6,,320,,Arokya,1,,Aahaa,1,,,,,,,,,,,,,,,,
Nandini,2600,70570,Nandini,131.2,6379.6,,239.2,,Mother Dairy,1,,Tirumala,1,,,,,,,,,,,,,,,,
Nandini,1800,70570,Nandini,213.2,6379.6,,128,,Akshayakalpa,2,,Nilgiris,1,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,41,6379.6,,100,,Arokya ,1,,Locally sourced,1,,,,,,,,,,,,,,,,
Nandini,20,70570,Nandini,213.2,6379.6,,40,,Aavin,1,,Cup,1,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,213.2,6379.6,,15290.8,,Sangam,1,,Brittania,1,,,,,,,,,,,,,,,,
Nandini,2450,70570,Nandini,41,6379.6,,,,,,,Akshayakalpa,1,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,262.4,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,262.4,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,3000,70570,Nandini,41,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,625,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1100,70570,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,1540,9860,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,220,9860,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,1540,9860,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,660,9860,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,660,9860,Nandini,213.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,200,9860,Nandini,262.4,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,1400,9860,Nandini,131.2,6379.6,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Milky Mist,312,4548,70970,,,,,,,,,,,,,,,,,,,,,,,
Nandini,20,70570,Milky Mist,312,4548,630,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Milky Mist,312,4548,215.6,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1800,70570,Milky Mist,384,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Milky Mist,60,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,4600,70570,Milky Mist,384,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,20,70570,Milky Mist,312,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Milky Mist,60,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Milky Mist,384,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1100,70570,Milky Mist,192,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Milky Mist,312,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Milky Mist,192,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Milky Mist,312,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Milky Mist,192,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1100,70570,Milky Mist,60,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,3150,70570,Milky Mist,192,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Milky Mist,384,4548,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,660,9860,Milky Mist,192,4548,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Heritage,249.6,1056,9860,,,,,,,,,,,,,,,,,,,,,,,
Nandini,20,70570,Heritage,153.6,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Heritage,153.6,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Heritage,48,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Heritage,48,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Heritage,249.6,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Heritage,153.6,1056,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Amul,286,968,1000,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,Amul,286,968,,,,Nandini,70970,76.20072239,,Nandini,6379.6,41.72181966,,,,,,,,,,,,,,
Nandini,20,70570,Amul,55,968,,,,Heritage,9860,10.58671442,,Milky Mist,4548,29.7433751,,,,,,,,,,,,,,
Nandini,200,70570,Amul,55,968,,,,Total,93135.6,,,,15290.8,,,,,,,,,,,,,,,
Nandini,1025,70570,Amul,55,968,,,,Others,,13.21256319,,others,,28.53480524,,,,,,,,,,,,,,
Heritage,1980,9860,Amul,55,968,,,,,,,,,,,,,,,,,,,,,,,,
Heritage,1000,9860,Amul,176,968,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1400,70570,happy cow,640,640,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,200,70570,Akshayakalpa,640,640,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,20,70570,Brittania,520,520,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Aahaa,352,352,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,600,70570,Cup,320,320,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,20,70570,Tirumala,239.2,239.2,,,,,,,,,,,,,,,,,,,,,,,,
Amul,220,5030,Nilgiris,128,128,,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1000,70570,Mother Dairy,100,100,0,,,,,,,,,,,,,,,,,,,,,,,
Nandini,1800,70570,Locally sourced,40,40,,,,,,,,,,,,,,,,,,,,,,,,
Amul,22,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amul,2288,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amul,1100,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amul,1400,5030,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locally Sourced,625,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,
Locally Sourced,2200,2825,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nilgiris,1125,1125,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arokya ,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aavin,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akshayakalpa,660,880,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akshayakalpa,220,880,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gokul,630,630,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mother Dairy,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arokya,215.6,215.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Value,Volume,,,,,,,,,,,,,,,,,,,,,,,,,,,
Average,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage,73%,73%,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1,00,00,000",#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sl. No.,Questions,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Assuming a total population of 1 Cr., calculate the total market size (by value) of overall milk and curd industry basis the survey data. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,"What is the market size of each dairy product by value and volume? If milk and curd make up 70% of the overall dairy industry, what is the relative contribution of each product to the overall dairy market (by value)?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Client wishes to enter in the Top 3 customer segments by native states in Milk consumption by volume. What would you recommend they enter?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"For these 2 products, what are the top 3 purchase criteria for the customers?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"In these 2 products, who are the top 2 competitors? What is their current MS%?",,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,How many instances do customers who buy milk also buy curd? What is the instanced that both products belong to the same brand?,,,,,,,,,,,,,,,,,,,,,,,,,,,,
